location,sqft,bath,price,bhk
kundalahalli,1175.0,2.0,65.0,2
whitefield,1405.0,2.0,78.0,3
yelahanka new town,1420.0,2.0,75.0,3
other,1340.0,3.0,77.0,3
bannerghatta road,1650.0,3.0,122.0,3
kannamangala,1536.0,3.0,89.0,3
electronic city,1350.0,3.0,58.0,3
hormavu,1365.0,2.0,65.0,3
electronic city,1070.0,2.0,60.0,2
iblur village,1920.0,3.0,130.0,3
rajaji nagar,2367.0,4.0,340.0,3
yelachenahalli,800.0,1.0,30.0,2
malleshwaram,2500.0,5.0,325.0,4
chandapura,985.0,2.0,25.12,2
rajaji nagar,3516.0,4.0,540.0,4
kaggalipura,1150.0,2.0,62.0,3
bannerghatta road,1115.0,2.0,78.0,2
hulimavu,1242.0,2.0,51.0,2
sarjapur  road,2289.0,3.0,178.0,3
other,1235.0,2.0,140.0,2
karuna nagar,1354.0,2.0,98.0,3
mahadevpura,1500.0,2.0,70.0,3
other,3179.0,5.0,351.0,4
rayasandra,1577.0,3.0,67.0,3
green glen layout,1680.0,4.0,95.0,3
jalahalli,1569.0,3.0,118.0,3
yelahanka,1653.0,3.0,93.0,3
thanisandra,1411.0,3.0,93.04,3
kanakpura road,525.0,1.0,30.0,1
whitefield,1216.0,2.0,72.5,2
doddathoguru,907.0,2.0,40.0,2
other,1652.5,3.0,90.0,3
electronic city phase ii,925.0,2.0,49.82,3
other,856.0,2.0,48.0,2
domlur,1276.0,2.0,80.0,2
sector 2 hsr layout,1143.0,2.0,65.0,2
yeshwanthpur,1240.0,2.0,80.0,2
kenchenahalli,700.0,1.0,35.0,1
sahakara nagar,1291.0,2.0,72.3,2
electronic city phase ii,1200.0,2.0,34.65,2
harlur,1750.0,3.0,136.0,3
hennur road,1085.0,2.0,43.4,2
vidyaranyapura,1200.0,4.0,90.0,4
sarjapur  road,1308.0,2.0,83.0,2
other,1530.0,2.0,185.0,2
jalahalli east,1300.0,2.0,63.0,3
raja rajeshwari nagar,1419.0,2.0,60.42,2
haralur road,1710.0,3.0,85.0,3
marathahalli,1170.0,2.0,53.0,2
whitefield,1320.0,2.0,95.0,2
ramamurthy nagar,1100.0,2.0,68.0,2
electronic city,890.0,2.0,45.0,2
whitefield,2135.0,3.0,149.0,4
cunningham road,5270.0,4.0,1250.0,4
chandapura,410.0,1.0,10.0,1
other,3500.0,4.0,350.0,4
ambalipura,1060.0,2.0,58.5,2
other,1550.0,2.0,150.0,3
koramangala,3500.0,5.0,425.0,4
electronic city,550.0,1.0,27.0,1
horamavu banaswadi,1000.0,2.0,50.0,2
other,1450.0,3.0,90.0,3
other,2280.0,3.0,285.0,3
attibele,2168.0,4.0,95.0,4
kanakapura,1130.0,2.0,45.2,2
frazer town,1305.0,3.0,95.45,3
kathriguppe,1350.0,2.0,80.99,3
ananth nagar,1200.0,2.0,36.0,2
haralur road,1140.0,2.0,42.0,2
iblur village,3596.0,4.0,268.0,4
harlur,1508.0,2.0,77.0,2
sonnenahalli,1120.0,2.0,43.0,2
electronic city,435.0,1.0,19.5,1
electronic city,1210.0,2.0,54.0,2
bannerghatta road,1012.0,2.0,44.0,2
8th phase jp nagar,451.0,1.0,29.9,1
other,1605.0,3.0,100.0,3
other,2100.0,3.0,220.0,3
kr puram,1290.0,2.0,69.0,2
other,1567.0,3.0,100.0,3
ramagondanahalli,1251.0,2.0,50.0,2
ramagondanahalli,1125.0,2.0,75.0,2
other,1080.0,3.0,149.0,3
hebbal,1252.0,2.0,92.0,2
choodasandra,1580.0,3.0,105.0,3
hosakerehalli,1304.0,2.0,100.0,2
kr puram,1827.0,3.0,97.0,3
banashankari,1200.0,3.0,74.52,3
yeshwanthpur,1541.0,2.0,130.0,2
tumkur road,1240.0,2.0,83.0,3
dodda nekkundi,1829.0,3.0,125.0,3
itpl,1200.0,3.0,68.4,3
horamavu banaswadi,1357.0,2.0,54.0,2
subramanyapura,1313.0,2.0,66.5,2
other,2900.0,3.0,325.0,3
vittasandra,1246.0,2.0,67.4,2
ardendale,3198.0,4.0,200.0,4
lakshminarayana pura,1600.0,2.0,108.0,3
giri nagar,2400.0,6.0,400.0,6
akshaya nagar,1690.0,3.0,85.0,3
uttarahalli,1160.0,2.0,40.6,2
old airport road,3356.0,4.0,251.0,4
other,1865.0,4.0,140.0,3
bisuvanahalli,850.0,1.0,32.0,2
sanjay nagar,1000.0,2.0,70.0,2
budigere,1153.0,2.0,56.7,2
bhoganhalli,1277.0,2.0,79.89,2
gm palaya,1735.0,3.0,70.0,3
bommasandra industrial area,1165.0,2.0,33.64,2
varthur,1111.0,2.0,41.88,2
kr puram,1200.0,1.0,65.0,2
btm layout,450.0,1.0,20.0,1
talaghattapura,1575.0,3.0,80.0,3
indira nagar,3200.0,4.0,440.0,4
anekal,530.0,1.0,18.0,1
raja rajeshwari nagar,1260.0,2.0,62.0,3
cooke town,2600.0,3.0,375.0,3
bommasandra industrial area,1020.0,2.0,29.45,2
other,3100.0,3.0,250.0,3
varthur road,1033.0,2.0,32.0,2
isro layout,1310.0,2.0,68.0,3
other,1500.0,3.0,95.0,3
whitefield,1216.0,2.0,72.0,2
tumkur road,1027.0,2.0,60.0,2
jalahalli,1200.0,2.0,66.0,1
electronic city,890.0,2.0,40.0,2
narayanapura,1308.0,2.0,89.04,2
other,1272.0,4.0,75.0,3
whitefield,1495.0,3.0,88.0,2
kengeri,1052.0,2.0,51.0,2
thubarahalli,975.0,2.0,55.0,2
jakkur,1290.0,2.0,80.04,2
bommenahalli,1632.0,3.0,128.0,4
electronic city phase ii,1000.0,2.0,28.88,2
hsr layout,1140.0,2.0,46.0,2
kambipura,883.0,2.0,39.0,2
other,5480.0,4.0,400.0,3
uttarahalli,3600.0,6.0,120.0,6
electronic city,1128.0,2.0,63.0,2
bommasandra,1035.0,2.0,41.43,2
other,540.0,1.0,22.0,1
dasanapura,814.0,2.0,42.0,2
dodda nekkundi,1999.0,3.0,135.0,3
chamrajpet,1650.0,3.0,115.0,3
rachenahalli,985.0,2.0,50.17,2
amruthahalli,1200.0,2.0,55.0,2
electronic city,1342.0,2.0,90.0,2
nri layout,2500.0,5.0,130.0,5
btm layout,935.0,2.0,51.5,2
electronics city phase 1,1305.0,2.0,67.0,2
electronic city,1350.0,3.0,66.0,3
kogilu,1250.0,2.0,55.55,2
mysore road,1020.0,2.0,48.95,2
whitefield,3000.0,5.0,250.0,4
bannerghatta road,950.0,2.0,38.0,2
kasturi nagar,1570.0,3.0,110.0,3
sarjapur,1044.0,2.0,34.0,2
ramagondanahalli,1500.0,3.0,100.0,3
other,1030.0,2.0,77.25,2
uttarahalli,850.0,2.0,37.93,2
chandapura,876.0,2.0,29.5,2
jp nagar,1352.5,2.0,93.865,2
other,1158.0,2.0,85.0,3
ulsoor,1180.0,2.0,100.0,2
kanakpura road,1300.0,3.0,69.0,3
rajaji nagar,1370.0,2.0,170.0,2
malleshwaram,2000.0,3.0,250.0,3
sarjapur  road,1309.0,2.0,69.5,2
raja rajeshwari nagar,1060.0,2.0,48.0,2
vijayanagar,1760.0,3.0,140.0,3
basaveshwara nagar,4500.0,5.0,415.0,5
1st block jayanagar,2850.0,4.0,428.0,4
kammasandra,985.0,2.0,40.5,2
hennur road,1195.0,2.0,59.0,2
7th phase jp nagar,2225.0,3.0,160.0,3
other,3900.0,4.0,333.0,4
hebbal,1645.0,3.0,121.0,3
other,1300.0,2.0,95.0,2
battarahalli,2024.0,3.0,103.0,3
thubarahalli,2625.0,3.0,175.0,3
other,1463.0,1.0,142.0,2
varthur,1012.0,2.0,59.0,2
raja rajeshwari nagar,1178.0,2.0,75.0,2
garudachar palya,1060.0,2.0,48.5,2
raja rajeshwari nagar,1570.0,2.0,65.0,3
7th phase jp nagar,1080.0,2.0,75.0,2
marathahalli,1019.0,2.0,49.85,2
haralur road,2017.0,3.0,125.0,3
raja rajeshwari nagar,1105.0,2.0,65.0,2
kr puram,1050.0,2.0,55.0,2
uttarahalli,1050.0,2.0,42.0,2
kanakpura road,1843.0,3.0,95.84,3
other,1200.0,4.0,110.0,4
uttarahalli,1737.0,2.0,95.0,3
dasarahalli,1220.0,2.0,52.0,2
other,2200.0,2.0,150.0,4
kengeri satellite town,635.0,1.0,22.0,2
dodda nekkundi,1264.0,2.0,52.0,2
sarjapur  road,1019.0,2.0,62.0,2
kannamangala,957.0,2.0,58.0,2
karuna nagar,1960.0,3.0,165.0,3
attibele,400.0,1.0,11.5,1
kr puram,1021.0,2.0,48.0,2
other,1500.0,2.0,115.0,2
btm 2nd stage,1000.0,2.0,58.0,2
other,1525.0,2.0,122.0,3
bannerghatta road,1693.0,3.0,89.0,3
rachenahalli,690.0,1.0,39.8,1
6th phase jp nagar,2040.0,3.0,200.0,3
sultan palaya,1100.0,2.0,45.0,2
yelahanka new town,650.0,1.0,17.0,1
tc palaya,1082.0,2.0,64.0,2
gm palaya,1315.0,2.0,65.0,3
rachenahalli,985.0,2.0,50.17,2
other,450.0,1.0,25.0,1
other,1904.0,3.0,155.0,3
electronic city,1355.0,2.0,72.9,2
uttarahalli,1165.0,1.0,42.09,2
kannamangala,2400.0,4.0,130.0,4
hosur road,1179.0,2.0,49.0,2
gollarapalya hosahalli,1408.0,3.0,62.0,3
kasavanhalli,1787.0,3.0,123.0,3
haralur road,1735.0,3.0,97.0,3
other,1065.0,2.0,58.0,2
kaikondrahalli,1605.0,3.0,105.0,3
7th phase jp nagar,1275.0,2.0,88.0,3
other,1200.0,2.0,110.0,2
ramagondanahalli,920.0,2.0,65.0,2
kammasandra,940.0,2.0,35.0,2
varthur,1090.0,2.0,48.0,2
other,3900.0,3.0,250.0,3
other,1480.0,3.0,90.0,3
doddathoguru,1104.0,2.0,39.0,2
munnekollal,1200.0,2.0,49.5,2
other,1783.0,3.0,115.0,3
whitefield,11890.0,4.0,700.0,4
banashankari stage iii,1304.0,2.0,111.0,2
other,4000.0,5.0,280.0,4
hulimavu,1175.0,2.0,45.0,2
tc palaya,1475.0,3.0,98.0,3
7th phase jp nagar,2503.0,4.0,188.0,4
sarakki nagar,2121.0,4.0,253.0,3
kothanur,1170.0,3.0,80.0,3
kudlu,1024.0,2.0,44.0,2
arekere,1740.0,2.0,95.0,3
thanisandra,2144.0,3.0,135.0,3
banashankari,1470.0,2.0,88.64,3
sultan palaya,870.0,2.0,65.0,2
yeshwanthpur,650.0,1.0,40.0,1
kasavanhalli,1181.0,2.0,61.0,2
raja rajeshwari nagar,1143.0,2.0,38.65,2
sarjapur  road,1660.0,2.0,116.0,3
sahakara nagar,1160.0,2.0,55.0,2
murugeshpalya,1845.0,3.0,91.0,3
thanisandra,1265.0,2.0,79.0,3
anekal,600.0,1.0,16.5,1
kothanur,1140.0,2.0,56.0,2
narayanapura,1485.0,3.0,85.0,3
electronic city phase ii,1020.0,2.0,32.0,2
5th phase jp nagar,4000.0,5.0,170.0,5
hebbal,1920.0,3.0,134.0,3
billekahalli,1112.0,2.0,62.0,2
ambedkar nagar,1862.0,3.0,120.0,3
hulimavu,1255.0,2.0,66.0,2
rajaji nagar,1763.0,3.0,240.0,2
malleshwaram,2215.0,3.0,275.0,3
rayasandra,1198.0,2.0,54.0,2
chikkalasandra,875.0,2.0,52.8,2
banashankari stage iii,1305.0,2.0,60.0,3
other,2000.0,3.0,210.0,3
whitefield,1778.0,3.0,122.0,3
harlur,1197.0,2.0,76.0,2
btm 2nd stage,965.0,2.0,56.0,2
malleshwaram,2610.0,3.0,399.0,3
btm layout,1020.0,2.0,46.5,2
chandapura,1025.0,2.0,27.68,2
other,2000.0,3.0,200.0,3
balagere,790.5,1.0,42.295,1
babusapalaya,1100.0,2.0,38.0,2
7th phase jp nagar,1680.0,3.0,125.0,3
other,1584.0,3.0,145.0,4
magadi road,3600.0,6.0,141.0,6
other,2070.0,3.0,135.0,3
marathahalli,1065.0,2.0,55.0,2
haralur road,1464.0,2.0,56.0,2
devarachikkanahalli,1130.0,2.0,36.0,2
begur road,1160.0,2.0,42.0,2
marathahalli,1026.0,2.0,50.18,2
other,700.0,2.0,43.0,2
other,400.0,1.0,14.0,1
lingadheeranahalli,1893.0,3.0,130.0,3
kanakpura road,525.0,1.0,26.01,1
banashankari,1540.0,3.0,80.0,3
jigani,1252.0,3.0,70.0,3
whitefield,1730.0,3.0,125.0,3
whitefield,905.0,1.0,52.0,1
vijayanagar,1739.0,3.0,116.0,3
electronic city,1070.0,2.0,54.0,2
nri layout,2400.0,2.0,125.0,2
banashankari stage vi,1160.0,2.0,59.0,2
bommenahalli,3339.0,3.0,250.0,3
attibele,420.0,1.0,17.0,1
harlur,936.0,2.0,45.0,2
yeshwanthpur,1195.0,2.0,100.0,2
hegde nagar,2026.0,3.0,132.0,3
pattandur agrahara,900.0,2.0,42.0,2
7th phase jp nagar,1430.0,2.0,102.0,3
other,1810.0,3.0,118.0,3
other,530.0,1.0,18.0,1
varthur,1140.0,2.0,39.9,2
2nd phase judicial layout,1350.0,2.0,47.25,3
other,1100.0,2.0,90.0,2
electronic city,1025.0,2.0,46.0,2
whitefield,2856.0,5.0,158.5,4
mahadevpura,1136.0,2.0,64.5,2
other,1200.0,2.0,45.0,1
whitefield,1700.0,3.0,115.0,3
other,1100.0,2.0,60.0,2
kr puram,1300.0,2.0,57.0,3
other,1200.0,2.0,65.0,2
other,925.0,2.0,63.0,2
other,1200.0,4.0,86.0,4
yeshwanthpur,717.0,2.0,49.475,2
sarjapur  road,1826.0,3.0,130.0,3
kothanur,1302.0,2.0,68.5,2
marathahalli,1050.0,2.0,65.0,2
sonnenahalli,1011.0,2.0,50.53,2
sarjapur  road,1691.0,3.0,113.0,3
uttarahalli,1290.0,2.0,56.12,3
hsr layout,1844.0,3.0,89.0,3
battarahalli,2082.0,3.0,104.0,3
bellandur,960.0,2.0,48.0,2
marathahalli,1270.0,2.0,80.0,2
rajiv nagar,1309.0,2.0,80.0,2
other,1835.0,3.0,175.0,3
other,5500.0,4.0,600.0,4
hennur,1285.0,2.0,60.0,2
attibele,500.0,1.0,17.0,1
other,1200.0,3.0,160.0,3
chamrajpet,1660.4,4.0,211.0,4
tumkur road,1354.0,3.0,85.86,3
banashankari stage v,1540.0,3.0,48.51,3
haralur road,1850.0,3.0,110.0,3
chamrajpet,1475.0,2.0,120.0,3
kengeri satellite town,1110.0,2.0,43.0,2
other,1280.0,2.0,75.0,2
hbr layout,1200.0,4.0,120.0,4
kanakapura,1477.0,2.0,69.5,3
yelahanka,1322.0,2.0,75.0,2
doddathoguru,970.0,2.0,33.0,2
other,1196.0,2.0,96.0,2
akshaya nagar,1100.0,2.0,48.0,2
hennur road,1232.0,2.0,69.61,2
other,500.0,1.0,20.0,1
sarjapur  road,1230.0,2.0,65.0,2
varthur,1105.0,2.0,38.0,2
channasandra,830.0,2.0,36.28,2
yelahanka new town,488.0,1.0,20.0,1
sahakara nagar,1100.0,2.0,56.0,2
9th phase jp nagar,1050.0,2.0,35.0,2
haralur road,1890.0,3.0,84.0,3
kanakapura,1160.0,2.0,46.39,2
sarjapur  road,1132.0,2.0,70.0,2
tc palaya,900.0,2.0,55.0,2
other,1200.0,2.0,70.0,2
whitefield,1270.0,2.0,94.0,2
channasandra,1160.0,2.0,55.0,2
other,1280.0,2.0,90.0,2
banashankari,1310.0,2.0,80.0,2
kasavanhalli,1563.05,3.0,105.0,3
raja rajeshwari nagar,1640.0,3.0,86.8,3
hoodi,1490.0,3.0,85.0,3
banashankari stage iii,1500.0,2.0,100.0,3
uttarahalli,1213.0,2.0,48.0,2
bisuvanahalli,845.0,2.0,33.0,2
cooke town,2388.0,4.0,239.0,3
nagarbhavi,1200.0,2.0,150.0,2
green glen layout,1075.0,2.0,60.0,2
indira nagar,1145.0,2.0,100.0,2
other,2360.0,4.0,150.0,4
hebbal,2375.0,4.0,189.0,4
panathur,1438.0,2.0,100.0,2
padmanabhanagar,2051.0,3.0,180.0,3
varthur,1738.0,2.0,57.35,2
other,450.0,1.0,20.0,1
parappana agrahara,1194.0,2.0,47.0,2
cooke town,3900.0,5.0,415.0,4
whitefield,624.0,1.0,35.0,1
other,1904.0,3.0,150.0,3
balagere,1007.0,2.0,65.0,2
mallasandra,1100.0,2.0,76.3,3
kogilu,1909.0,3.0,88.0,3
gm palaya,1315.0,3.0,64.0,3
yeshwanthpur,1855.0,3.0,140.0,3
kammasandra,674.0,2.0,29.0,2
kaval byrasandra,480.0,1.0,25.0,1
malleshpalya,1200.0,2.0,46.0,2
kudlu,1027.0,2.0,44.0,2
mahadevpura,1250.0,2.0,52.0,2
sarjapur  road,1700.0,3.0,95.0,3
5th phase jp nagar,1010.0,2.0,57.0,2
begur road,1410.0,2.0,53.58,3
7th phase jp nagar,1270.0,2.0,80.0,2
hebbal,5611.5,4.0,477.0,4
indira nagar,4000.0,4.0,700.0,4
subramanyapura,1880.0,3.0,110.0,3
hormavu,1075.0,2.0,53.7,2
kengeri,416.0,1.0,18.0,1
5th phase jp nagar,1190.0,2.0,61.8,2
other,980.0,3.0,80.0,3
marathahalli,1144.0,2.0,65.0,2
9th phase jp nagar,1005.0,2.0,42.0,2
other,1374.0,2.0,88.0,3
bellandur,1060.0,2.0,65.0,2
abbigere,1000.0,2.0,41.0,2
ananth nagar,1000.0,2.0,25.0,2
kothanur,1455.0,2.0,69.0,2
chandapura,876.0,2.0,28.47,2
uttarahalli,1279.0,2.0,48.0,2
whitefield,2210.0,3.0,156.0,3
kaggalipura,950.0,2.0,50.0,2
babusapalaya,1061.0,2.0,33.84,2
other,1500.0,2.0,145.0,2
sarjapur  road,1612.0,3.0,98.38,3
cv raman nagar,1392.0,2.0,95.0,2
lingadheeranahalli,1894.0,4.0,114.0,3
hsr layout,1009.0,2.0,56.0,2
other,1250.0,2.0,90.0,2
other,1150.0,2.0,77.5,3
yelachenahalli,1464.0,2.0,105.0,3
balagere,1210.0,2.0,82.0,2
other,3000.0,3.0,400.0,3
chandapura,674.0,1.0,19.9,2
electronic city,435.0,1.0,21.0,1
kaggadasapura,1225.0,2.0,48.0,2
kodigehaali,965.0,2.0,38.0,2
uttarahalli,1175.0,2.0,47.0,2
nehru nagar,1674.0,3.0,81.0,3
9th phase jp nagar,1164.0,2.0,56.0,2
other,1533.0,3.0,115.0,3
gottigere,3000.0,3.0,132.0,4
kundalahalli,1030.0,2.0,49.0,2
tindlu,1500.0,3.0,87.0,3
bellandur,1350.0,2.0,79.0,2
jakkur,1300.0,2.0,85.0,2
other,1260.0,2.0,75.0,2
akshaya nagar,1280.0,2.0,60.0,2
hrbr layout,1170.0,2.0,75.0,2
doddathoguru,750.0,1.0,25.5,1
panathur,1000.0,2.0,65.3,2
electronic city,1500.0,2.0,100.0,3
sarjapur  road,835.0,1.0,46.95,1
kanakpura road,525.0,1.0,25.0,1
vidyaranyapura,1200.0,2.0,52.0,2
hennur,1255.0,2.0,53.5,2
other,1407.0,2.0,83.87,2
ambalipura,1105.0,2.0,75.0,2
singasandra,1120.0,2.0,60.0,2
jigani,918.0,2.0,56.0,2
ambalipura,1650.0,3.0,100.0,3
other,1112.0,2.0,68.0,2
thigalarapalya,3362.0,5.0,249.0,4
other,3100.0,5.0,385.0,4
other,6000.0,1.0,276.0,1
hoskote,1095.0,2.0,33.6,2
other,1293.0,2.0,75.0,2
isro layout,1050.0,2.0,51.0,2
sarjapur  road,1026.0,2.0,60.55,2
banashankari stage ii,1245.0,2.0,125.0,2
hoskote,1065.0,2.0,31.5,2
marathahalli,1270.0,2.0,73.0,2
malleshwaram,620.0,1.0,86.8,1
other,2401.0,3.0,185.0,3
ombr layout,1078.0,2.0,65.0,2
sahakara nagar,1270.0,2.0,96.0,2
yelahanka,1711.0,3.0,85.61,3
thigalarapalya,1418.0,2.0,103.0,2
hsr layout,1140.0,2.0,46.0,2
kothanur,1400.0,2.0,70.0,2
electronic city,940.0,2.0,41.0,2
whitefield,1600.0,3.0,82.0,3
other,1900.0,3.0,190.0,3
bellandur,1299.0,2.0,82.0,2
budigere,1162.0,2.0,59.9,2
doddaballapur,2440.0,3.0,142.0,3
cv raman nagar,1310.0,2.0,62.0,2
raja rajeshwari nagar,1500.0,3.0,88.0,3
uttarahalli,1137.0,2.0,63.0,2
indira nagar,1470.0,2.0,170.0,2
chikka tirupathi,2325.0,3.0,95.0,3
raja rajeshwari nagar,4800.0,8.0,225.0,8
arekere,600.0,1.0,28.0,1
kodigehaali,866.0,2.0,32.0,2
jp nagar,1000.0,2.0,35.0,2
hegde nagar,1340.0,2.0,72.0,2
chamrajpet,1900.0,2.0,170.0,4
other,1500.0,3.0,90.0,3
nagarbhavi,1146.0,2.0,50.0,2
hoodi,1258.5,2.0,59.135,2
vishveshwarya layout,2000.0,4.0,75.0,4
old airport road,2690.0,4.0,191.0,4
ambedkar nagar,1424.0,2.0,90.0,2
kaval byrasandra,1125.0,2.0,41.5,2
other,1200.0,2.0,70.0,2
ramamurthy nagar,1360.0,2.0,45.0,2
rajaji nagar,1800.0,2.0,250.0,3
yelahanka,700.0,1.0,38.0,1
other,1200.0,3.0,140.0,3
iblur village,2000.0,4.0,138.0,3
other,4395.0,3.0,240.0,3
rachenahalli,1220.0,2.0,59.5,2
kogilu,540.0,1.0,36.0,1
thanisandra,1183.0,2.0,77.25,2
begur road,1200.0,2.0,42.0,2
uttarahalli,1125.0,2.0,48.0,2
nagarbhavi,1223.0,2.0,60.0,2
other,1080.0,2.0,75.0,3
thigalarapalya,1297.0,2.0,98.0,2
other,1839.0,3.0,165.0,3
hoodi,1108.0,2.0,66.46,2
other,900.0,2.0,110.0,2
other,2400.0,3.0,185.0,4
lingadheeranahalli,1511.0,3.0,95.0,3
gollarapalya hosahalli,1320.0,3.0,60.0,3
5th phase jp nagar,1200.0,2.0,51.0,2
ramamurthy nagar,1200.0,2.0,57.9,2
bommasandra industrial area,1125.0,2.0,32.49,2
hennur road,1310.0,2.0,66.0,2
raja rajeshwari nagar,1133.0,2.0,38.41,2
kudlu,1143.0,2.0,55.0,2
ramagondanahalli,1235.0,2.0,46.8,2
hoskote,945.0,2.0,35.0,2
begur road,1260.0,2.0,46.62,2
other,1150.0,2.0,75.0,2
kasturi nagar,1567.0,2.0,92.0,2
vishwapriya layout,910.0,2.0,36.0,2
kengeri satellite town,777.4,2.0,25.0,2
devarachikkanahalli,1425.0,2.0,65.0,3
other,700.0,1.0,41.0,1
other,1050.0,2.0,41.0,1
kasavanhalli,1819.0,3.0,150.0,3
cv raman nagar,1392.0,2.0,98.0,2
kaggadasapura,1560.0,2.0,72.0,3
r.t. nagar,1235.0,2.0,65.0,2
domlur,1540.0,3.0,90.0,3
yelahanka new town,1700.0,3.0,90.0,3
mico layout,1140.0,2.0,43.0,2
other,1375.0,2.0,85.0,3
rayasandra,1253.0,2.0,57.0,2
electronics city phase 1,1124.0,2.0,55.0,3
other,3200.0,4.0,270.0,4
prithvi layout,1190.0,2.0,68.0,2
other,1260.0,2.0,85.05,3
hebbal,2483.0,5.0,212.0,4
ramamurthy nagar,1110.0,2.0,65.0,2
raja rajeshwari nagar,1120.0,2.0,37.95,2
kengeri,750.0,2.0,36.5,2
other,1270.0,2.0,172.0,2
kengeri satellite town,920.0,2.0,39.0,2
ramagondanahalli,1910.0,3.0,131.0,3
other,1225.0,2.0,71.05,2
vidyaranyapura,1100.0,2.0,54.0,2
marathahalli,1550.0,3.0,83.0,3
hebbal,1760.0,3.0,123.0,3
haralur road,1225.0,2.0,69.84,2
other,1500.0,1.0,19.5,1
rachenahalli,1050.0,2.0,52.5,2
bhoganhalli,1700.0,3.0,126.0,3
varthur,1200.0,3.0,67.75,3
other,1415.0,2.0,110.0,2
whitefield,2225.0,3.0,149.0,3
budigere,1153.0,2.0,56.5,2
vijayanagar,1704.0,3.0,110.0,3
kundalahalli,1724.0,3.0,140.0,3
hsr layout,1145.0,2.0,46.0,2
nagavara,1110.0,2.0,44.95,2
thigalarapalya,2072.0,4.0,155.0,3
sarjapur,1175.0,2.0,41.68,2
ngr layout,1021.0,2.0,45.9,2
r.t. nagar,1200.0,2.0,120.0,2
badavala nagar,1842.0,3.0,115.0,3
other,1520.0,3.0,111.0,3
choodasandra,1254.0,2.0,65.0,3
other,3071.0,4.0,300.0,3
hennur road,1232.0,2.0,80.0,2
jalahalli,1045.0,2.0,58.0,2
kudlu,1076.0,2.0,50.0,2
shivaji nagar,600.0,1.0,65.0,2
marathahalli,1325.0,1.0,92.0,2
thanisandra,1183.0,2.0,77.3,2
other,1315.0,2.0,90.0,2
kothanur,1130.0,2.0,55.0,2
bellandur,1096.0,2.0,40.0,2
talaghattapura,2254.0,3.0,153.0,3
sarjapur  road,1457.0,3.0,85.0,3
chandapura,922.0,2.0,36.0,2
anekal,400.0,1.0,11.5,1
hebbal kempapura,1466.0,2.0,140.0,3
other,6000.0,12.0,150.0,11
vittasandra,1404.0,2.0,72.0,2
prithvi layout,1352.0,2.0,72.0,2
kundalahalli,1724.0,3.0,124.0,3
kasavanhalli,4260.0,4.0,333.0,4
rayasandra,1601.0,3.0,70.0,3
electronic city phase ii,1116.0,2.0,37.0,2
hosur road,1689.0,3.0,103.0,3
kudlu,1084.0,2.0,53.0,2
horamavu banaswadi,1200.0,2.0,45.0,2
yelahanka new town,650.0,1.0,20.0,1
sarjapur  road,1691.0,3.0,100.0,3
lb shastri nagar,1200.0,2.0,47.0,2
kaval byrasandra,1060.0,2.0,42.0,2
kengeri,416.0,1.0,17.19,1
whitefield,950.0,1.0,50.0,1
hbr layout,1089.0,2.0,60.0,2
attibele,450.0,1.0,11.0,1
whitefield,1216.0,2.0,84.03,2
yeshwanthpur,1692.0,3.0,108.0,3
cox town,1600.0,3.0,150.0,3
bisuvanahalli,850.0,2.0,27.0,2
uttarahalli,1300.0,2.0,60.0,3
btm 2nd stage,2200.0,3.0,220.0,3
electronic city,1025.0,2.0,54.5,2
kundalahalli,1047.0,2.0,89.0,2
haralur road,2475.0,4.0,130.0,3
bommasandra,1280.0,3.0,50.0,3
sarjapur  road,691.0,1.0,31.1,1
r.t. nagar,1200.0,3.0,140.0,3
raja rajeshwari nagar,1420.0,2.0,60.0,3
magadi road,1500.0,2.0,93.0,4
koramangala,6000.0,4.0,625.0,4
babusapalaya,1050.0,2.0,45.0,2
hulimavu,3560.0,5.0,318.0,4
other,2550.0,4.0,290.0,3
rachenahalli,985.0,2.0,49.97,2
electronic city phase ii,1286.0,2.0,69.0,2
green glen layout,1623.29,2.0,105.0,3
old airport road,1206.0,2.0,75.0,2
uttarahalli,1175.0,2.0,47.0,2
rayasandra,1708.0,3.0,75.0,3
other,1650.0,4.0,160.0,3
kalena agrahara,1354.0,2.0,71.0,2
bhoganhalli,2439.0,4.0,170.0,4
anekal,925.0,2.0,40.0,2
akshaya nagar,1690.0,3.0,85.0,3
doddathoguru,1382.0,3.0,65.0,3
pai layout,1550.0,2.0,90.0,3
other,4346.0,5.0,500.0,4
other,1200.0,1.0,65.0,2
kaval byrasandra,945.0,2.0,50.0,2
other,2180.0,3.0,285.0,3
thanisandra,1930.0,4.0,122.0,3
uttarahalli,1360.0,2.0,61.2,3
bellandur,2039.0,3.0,168.0,3
kadugodi,1890.0,4.0,125.0,3
sahakara nagar,1150.0,2.0,54.0,2
sarjapur,633.0,1.0,17.09,1
bommasandra,1020.0,2.0,40.89,2
kadugodi,1351.0,2.0,78.0,3
whitefield,1697.0,3.0,108.0,3
chikkalasandra,1100.0,2.0,50.0,2
iblur village,3596.0,5.0,290.0,4
domlur,1740.0,3.0,120.0,3
other,1740.0,3.0,120.0,3
bellandur,1767.0,3.0,103.0,3
other,1225.0,2.0,82.0,3
other,3155.0,3.0,315.0,3
marathahalli,1060.0,2.0,48.0,2
yelahanka new town,1209.0,2.0,65.0,3
hoodi,1837.0,3.0,110.0,3
indira nagar,1650.0,3.0,200.0,3
